"Step","date_2024-10-08 10:59:21_Consistency_False_init_model_ircnn_color_pertubation_True_task_debur_lr_3e-06_rank_10 - psnr","date_2024-10-08 10:59:21_Consistency_False_init_model_ircnn_color_pertubation_True_task_debur_lr_3e-06_rank_10 - psnr__MIN","date_2024-10-08 10:59:21_Consistency_False_init_model_ircnn_color_pertubation_True_task_debur_lr_3e-06_rank_10 - psnr__MAX"
"529","26.89159393310547","26.89159393310547","26.89159393310547"
"533","25.240947723388672","25.240947723388672","25.240947723388672"
"537","25.405332565307617","25.405332565307617","25.405332565307617"
"541","25.338455200195312","25.338455200195312","25.338455200195312"
"545","25.756128311157227","25.756128311157227","25.756128311157227"
"549","26.31730842590332","26.31730842590332","26.31730842590332"
"553","24.461822509765625","24.461822509765625","24.461822509765625"
"557","25.879087448120117","25.879087448120117","25.879087448120117"
"561","25.956401824951172","25.956401824951172","25.956401824951172"
"565","25.73777961730957","25.73777961730957","25.73777961730957"
"569","26.640880584716797","26.640880584716797","26.640880584716797"
"573","25.52341079711914","25.52341079711914","25.52341079711914"
"577","26.24637794494629","26.24637794494629","26.24637794494629"
"581","26.715534210205078","26.715534210205078","26.715534210205078"
"585","25.446474075317383","25.446474075317383","25.446474075317383"
"589","24.811660766601562","24.811660766601562","24.811660766601562"
"593","25.77953338623047","25.77953338623047","25.77953338623047"
"597","25.881793975830078","25.881793975830078","25.881793975830078"
"601","25.36079216003418","25.36079216003418","25.36079216003418"
"605","27.858064651489258","27.858064651489258","27.858064651489258"
"609","25.458087921142578","25.458087921142578","25.458087921142578"
"613","26.143779754638672","26.143779754638672","26.143779754638672"
"617","24.943893432617188","24.943893432617188","24.943893432617188"
"621","26.096710205078125","26.096710205078125","26.096710205078125"
"625","26.273088455200195","26.273088455200195","26.273088455200195"
"629","28.71112060546875","28.71112060546875","28.71112060546875"
"633","25.58816909790039","25.58816909790039","25.58816909790039"
"637","26.212779998779297","26.212779998779297","26.212779998779297"
"641","25.604707717895508","25.604707717895508","25.604707717895508"
"645","26.279483795166016","26.279483795166016","26.279483795166016"
"649","25.839763641357422","25.839763641357422","25.839763641357422"
"653","26.224376678466797","26.224376678466797","26.224376678466797"
"657","25.55792808532715","25.55792808532715","25.55792808532715"
"661","24.759824752807617","24.759824752807617","24.759824752807617"
"665","25.262453079223633","25.262453079223633","25.262453079223633"
"669","26.067474365234375","26.067474365234375","26.067474365234375"
"673","24.9761962890625","24.9761962890625","24.9761962890625"
"677","24.75238037109375","24.75238037109375","24.75238037109375"
"681","26.19409942626953","26.19409942626953","26.19409942626953"
"685","25.039363861083984","25.039363861083984","25.039363861083984"
"689","26.25848960876465","26.25848960876465","26.25848960876465"
"693","25.9622802734375","25.9622802734375","25.9622802734375"
"697","26.216466903686523","26.216466903686523","26.216466903686523"
"701","25.084104537963867","25.084104537963867","25.084104537963867"
"705","26.199623107910156","26.199623107910156","26.199623107910156"
"709","25.434179306030273","25.434179306030273","25.434179306030273"
"713","26.230411529541016","26.230411529541016","26.230411529541016"
"717","25.73297119140625","25.73297119140625","25.73297119140625"
"721","28.987533569335938","28.987533569335938","28.987533569335938"
"725","25.57305145263672","25.57305145263672","25.57305145263672"
"729","26.030536651611328","26.030536651611328","26.030536651611328"
"733","27.072254180908203","27.072254180908203","27.072254180908203"
"737","25.45884132385254","25.45884132385254","25.45884132385254"
"741","27.00791358947754","27.00791358947754","27.00791358947754"
"745","26.661823272705078","26.661823272705078","26.661823272705078"
"749","26.24555206298828","26.24555206298828","26.24555206298828"
"753","24.503145217895508","24.503145217895508","24.503145217895508"
"757","25.12697410583496","25.12697410583496","25.12697410583496"
"761","24.932584762573242","24.932584762573242","24.932584762573242"
"765","25.812808990478516","25.812808990478516","25.812808990478516"
"769","26.576244354248047","26.576244354248047","26.576244354248047"
"773","25.05539321899414","25.05539321899414","25.05539321899414"
"777","26.296463012695312","26.296463012695312","26.296463012695312"
"781","25.96798324584961","25.96798324584961","25.96798324584961"
"785","26.072261810302734","26.072261810302734","26.072261810302734"
"789","25.604307174682617","25.604307174682617","25.604307174682617"
"793","26.674489974975586","26.674489974975586","26.674489974975586"
"797","26.036056518554688","26.036056518554688","26.036056518554688"
"801","26.031543731689453","26.031543731689453","26.031543731689453"
"805","26.882322311401367","26.882322311401367","26.882322311401367"
"810","26.56254005432129","26.56254005432129","26.56254005432129"
"814","25.654821395874023","25.654821395874023","25.654821395874023"
"818","26.407917022705078","26.407917022705078","26.407917022705078"
"822","25.59627342224121","25.59627342224121","25.59627342224121"
"826","24.489513397216797","24.489513397216797","24.489513397216797"
"830","25.240781784057617","25.240781784057617","25.240781784057617"
"834","25.586082458496094","25.586082458496094","25.586082458496094"
"838","26.091114044189453","26.091114044189453","26.091114044189453"
"842","26.226642608642578","26.226642608642578","26.226642608642578"
"846","24.504520416259766","24.504520416259766","24.504520416259766"
"850","25.575462341308594","25.575462341308594","25.575462341308594"
"854","26.036252975463867","26.036252975463867","26.036252975463867"
"858","25.698795318603516","25.698795318603516","25.698795318603516"
"862","26.3850040435791","26.3850040435791","26.3850040435791"
"866","24.62852668762207","24.62852668762207","24.62852668762207"
"870","26.83454132080078","26.83454132080078","26.83454132080078"
"874","26.118877410888672","26.118877410888672","26.118877410888672"
"878","25.98865509033203","25.98865509033203","25.98865509033203"
"882","26.02044677734375","26.02044677734375","26.02044677734375"
"886","25.726730346679688","25.726730346679688","25.726730346679688"
"890","25.38809585571289","25.38809585571289","25.38809585571289"
"894","26.58081817626953","26.58081817626953","26.58081817626953"
"898","25.82301902770996","25.82301902770996","25.82301902770996"
"902","24.86614227294922","24.86614227294922","24.86614227294922"
"906","25.904874801635742","25.904874801635742","25.904874801635742"
"910","25.52070426940918","25.52070426940918","25.52070426940918"
"914","25.342512130737305","25.342512130737305","25.342512130737305"
"918","25.678462982177734","25.678462982177734","25.678462982177734"
"922","25.437528610229492","25.437528610229492","25.437528610229492"
"926","32.61907958984375","32.61907958984375","32.61907958984375"
"930","25.68332862854004","25.68332862854004","25.68332862854004"
"934","25.621124267578125","25.621124267578125","25.621124267578125"
"938","27.254291534423828","27.254291534423828","27.254291534423828"
"942","26.076751708984375","26.076751708984375","26.076751708984375"
"946","25.492568969726562","25.492568969726562","25.492568969726562"
"950","25.66427230834961","25.66427230834961","25.66427230834961"
"954","24.622814178466797","24.622814178466797","24.622814178466797"
"958","26.452342987060547","26.452342987060547","26.452342987060547"
"962","27.263973236083984","27.263973236083984","27.263973236083984"
"966","25.264862060546875","25.264862060546875","25.264862060546875"
"970","25.081989288330078","25.081989288330078","25.081989288330078"
"974","25.613155364990234","25.613155364990234","25.613155364990234"
"978","26.242942810058594","26.242942810058594","26.242942810058594"
"982","24.784181594848633","24.784181594848633","24.784181594848633"
"986","27.0065975189209","27.0065975189209","27.0065975189209"
"990","25.921812057495117","25.921812057495117","25.921812057495117"
"994","25.548900604248047","25.548900604248047","25.548900604248047"
"998","25.486690521240234","25.486690521240234","25.486690521240234"
"1002","27.82093048095703","27.82093048095703","27.82093048095703"
"1006","25.921131134033203","25.921131134033203","25.921131134033203"
"1010","25.708255767822266","25.708255767822266","25.708255767822266"
"1014","25.92789077758789","25.92789077758789","25.92789077758789"
"1018","24.89095687866211","24.89095687866211","24.89095687866211"
"1022","24.959930419921875","24.959930419921875","24.959930419921875"
"1026","26.903066635131836","26.903066635131836","26.903066635131836"
"1030","25.521066665649414","25.521066665649414","25.521066665649414"
"1034","29.807899475097656","29.807899475097656","29.807899475097656"
"1038","25.912506103515625","25.912506103515625","25.912506103515625"
"1042","25.897836685180664","25.897836685180664","25.897836685180664"
"1046","25.2982177734375","25.2982177734375","25.2982177734375"
"1050","25.58631706237793","25.58631706237793","25.58631706237793"
"1054","26.45000457763672","26.45000457763672","26.45000457763672"
"1058","26.19573211669922","26.19573211669922","26.19573211669922"
"1062","25.778900146484375","25.778900146484375","25.778900146484375"
"1066","26.26190185546875","26.26190185546875","26.26190185546875"
"1070","25.986122131347656","25.986122131347656","25.986122131347656"
"1074","25.595172882080078","25.595172882080078","25.595172882080078"
"1078","24.643291473388672","24.643291473388672","24.643291473388672"
"1082","25.379772186279297","25.379772186279297","25.379772186279297"
"1086","26.668380737304688","26.668380737304688","26.668380737304688"
"1090","25.641864776611328","25.641864776611328","25.641864776611328"
"1094","26.377002716064453","26.377002716064453","26.377002716064453"
"1098","26.15218734741211","26.15218734741211","26.15218734741211"
"1102","25.347976684570312","25.347976684570312","25.347976684570312"
"1106","24.825233459472656","24.825233459472656","24.825233459472656"
"1110","26.167097091674805","26.167097091674805","26.167097091674805"
"1114","25.102252960205078","25.102252960205078","25.102252960205078"
"1118","26.656055450439453","26.656055450439453","26.656055450439453"
"1122","25.78632354736328","25.78632354736328","25.78632354736328"
"1126","25.300880432128906","25.300880432128906","25.300880432128906"
"1130","26.10498046875","26.10498046875","26.10498046875"
"1134","24.781421661376953","24.781421661376953","24.781421661376953"
"1138","28.69279670715332","28.69279670715332","28.69279670715332"
"1142","25.571802139282227","25.571802139282227","25.571802139282227"
"1146","26.246517181396484","26.246517181396484","26.246517181396484"
"1150","26.075416564941406","26.075416564941406","26.075416564941406"
"1154","25.5715389251709","25.5715389251709","25.5715389251709"
"1158","25.584335327148438","25.584335327148438","25.584335327148438"
"1162","25.545379638671875","25.545379638671875","25.545379638671875"
"1166","26.007585525512695","26.007585525512695","26.007585525512695"
"1170","26.115463256835938","26.115463256835938","26.115463256835938"
"1174","25.70964813232422","25.70964813232422","25.70964813232422"
"1178","25.563232421875","25.563232421875","25.563232421875"
"1182","26.520076751708984","26.520076751708984","26.520076751708984"
"1186","25.272493362426758","25.272493362426758","25.272493362426758"
"1190","25.785358428955078","25.785358428955078","25.785358428955078"
"1194","24.928009033203125","24.928009033203125","24.928009033203125"
"1198","26.582298278808594","26.582298278808594","26.582298278808594"
"1202","24.78731918334961","24.78731918334961","24.78731918334961"
"1206","25.98025894165039","25.98025894165039","25.98025894165039"
"1211","24.998706817626953","24.998706817626953","24.998706817626953"
"1215","26.40281867980957","26.40281867980957","26.40281867980957"
"1219","25.441913604736328","25.441913604736328","25.441913604736328"
"1223","25.652782440185547","25.652782440185547","25.652782440185547"
"1227","26.41873550415039","26.41873550415039","26.41873550415039"
"1231","26.086376190185547","26.086376190185547","26.086376190185547"
"1235","25.019302368164062","25.019302368164062","25.019302368164062"
"1239","25.977481842041016","25.977481842041016","25.977481842041016"
"1243","24.692075729370117","24.692075729370117","24.692075729370117"
"1247","27.52764129638672","27.52764129638672","27.52764129638672"
"1251","26.435518264770508","26.435518264770508","26.435518264770508"
"1255","25.815006256103516","25.815006256103516","25.815006256103516"
"1259","25.748517990112305","25.748517990112305","25.748517990112305"
"1263","23.529293060302734","23.529293060302734","23.529293060302734"
"1267","26.74237060546875","26.74237060546875","26.74237060546875"
"1271","26.759334564208984","26.759334564208984","26.759334564208984"
"1275","24.758258819580078","24.758258819580078","24.758258819580078"
"1279","25.8216495513916","25.8216495513916","25.8216495513916"
"1283","25.991945266723633","25.991945266723633","25.991945266723633"
"1287","25.798036575317383","25.798036575317383","25.798036575317383"
"1291","25.91864776611328","25.91864776611328","25.91864776611328"
"1295","25.6326961517334","25.6326961517334","25.6326961517334"
"1299","25.293073654174805","25.293073654174805","25.293073654174805"
"1303","34.672462463378906","34.672462463378906","34.672462463378906"
"1307","24.89081573486328","24.89081573486328","24.89081573486328"
"1311","25.731891632080078","25.731891632080078","25.731891632080078"
"1315","25.969886779785156","25.969886779785156","25.969886779785156"
"1319","25.61590576171875","25.61590576171875","25.61590576171875"
"1323","26.314960479736328","26.314960479736328","26.314960479736328"
"1327","33.70716094970703","33.70716094970703","33.70716094970703"
"1331","25.143959045410156","25.143959045410156","25.143959045410156"
"1335","25.954212188720703","25.954212188720703","25.954212188720703"
"1339","25.056777954101562","25.056777954101562","25.056777954101562"
"1343","25.05000877380371","25.05000877380371","25.05000877380371"
"1347","25.75645637512207","25.75645637512207","25.75645637512207"
"1351","25.882347106933594","25.882347106933594","25.882347106933594"
"1355","24.689998626708984","24.689998626708984","24.689998626708984"
"1359","25.491464614868164","25.491464614868164","25.491464614868164"
"1363","25.704795837402344","25.704795837402344","25.704795837402344"
"1367","24.385425567626953","24.385425567626953","24.385425567626953"
"1371","26.197898864746094","26.197898864746094","26.197898864746094"
"1375","27.11611557006836","27.11611557006836","27.11611557006836"
"1379","25.22252655029297","25.22252655029297","25.22252655029297"
"1383","27.234983444213867","27.234983444213867","27.234983444213867"
"1387","39.18775177001953","39.18775177001953","39.18775177001953"
"1391","25.482105255126953","25.482105255126953","25.482105255126953"
"1395","29.16569709777832","29.16569709777832","29.16569709777832"
"1399","26.10130500793457","26.10130500793457","26.10130500793457"
"1403","25.429607391357422","25.429607391357422","25.429607391357422"
"1407","26.399799346923828","26.399799346923828","26.399799346923828"
"1411","24.50869369506836","24.50869369506836","24.50869369506836"
"1415","25.097322463989258","25.097322463989258","25.097322463989258"
"1419","25.79623794555664","25.79623794555664","25.79623794555664"
"1423","26.209896087646484","26.209896087646484","26.209896087646484"
"1427","26.618043899536133","26.618043899536133","26.618043899536133"
"1431","26.74626350402832","26.74626350402832","26.74626350402832"
"1435","25.58260726928711","25.58260726928711","25.58260726928711"
"1439","25.918081283569336","25.918081283569336","25.918081283569336"
"1443","25.23883056640625","25.23883056640625","25.23883056640625"
"1447","26.337902069091797","26.337902069091797","26.337902069091797"
"1451","26.185693740844727","26.185693740844727","26.185693740844727"
"1455","25.24062156677246","25.24062156677246","25.24062156677246"
"1459","25.27550506591797","25.27550506591797","25.27550506591797"
"1463","24.769451141357422","24.769451141357422","24.769451141357422"
"1467","25.34832000732422","25.34832000732422","25.34832000732422"
"1471","26.198143005371094","26.198143005371094","26.198143005371094"
"1475","25.375747680664062","25.375747680664062","25.375747680664062"
"1479","27.36808967590332","27.36808967590332","27.36808967590332"
"1483","26.589832305908203","26.589832305908203","26.589832305908203"
"1487","25.82950782775879","25.82950782775879","25.82950782775879"
"1491","27.156179428100586","27.156179428100586","27.156179428100586"
"1495","25.599327087402344","25.599327087402344","25.599327087402344"
"1499","25.034156799316406","25.034156799316406","25.034156799316406"
"1503","25.642093658447266","25.642093658447266","25.642093658447266"
"1507","26.856081008911133","26.856081008911133","26.856081008911133"
"1511","26.03376007080078","26.03376007080078","26.03376007080078"
"1515","25.864107131958008","25.864107131958008","25.864107131958008"
"1519","25.664249420166016","25.664249420166016","25.664249420166016"
"1523","26.036487579345703","26.036487579345703","26.036487579345703"
"1527","26.061359405517578","26.061359405517578","26.061359405517578"
"1531","27.399751663208008","27.399751663208008","27.399751663208008"
"1535","26.250551223754883","26.250551223754883","26.250551223754883"
"1539","26.75699234008789","26.75699234008789","26.75699234008789"
"1543","27.435684204101562","27.435684204101562","27.435684204101562"
"1547","24.757808685302734","24.757808685302734","24.757808685302734"
"1551","27.960205078125","27.960205078125","27.960205078125"
"1555","25.441051483154297","25.441051483154297","25.441051483154297"
"1559","25.77834129333496","25.77834129333496","25.77834129333496"
"1563","25.78195571899414","25.78195571899414","25.78195571899414"
"1567","26.633956909179688","26.633956909179688","26.633956909179688"
"1571","25.190916061401367","25.190916061401367","25.190916061401367"
"1575","26.641780853271484","26.641780853271484","26.641780853271484"
"1579","26.310653686523438","26.310653686523438","26.310653686523438"
"1583","26.240785598754883","26.240785598754883","26.240785598754883"
"1587","25.783384323120117","25.783384323120117","25.783384323120117"
"1591","25.568347930908203","25.568347930908203","25.568347930908203"
"1595","25.700424194335938","25.700424194335938","25.700424194335938"
"1599","27.070951461791992","27.070951461791992","27.070951461791992"
"1603","25.665077209472656","25.665077209472656","25.665077209472656"
"1607","26.30171775817871","26.30171775817871","26.30171775817871"
"1612","25.668109893798828","25.668109893798828","25.668109893798828"
"1616","25.854671478271484","25.854671478271484","25.854671478271484"
"1620","25.117839813232422","25.117839813232422","25.117839813232422"
"1624","25.75521469116211","25.75521469116211","25.75521469116211"
"1628","25.844411849975586","25.844411849975586","25.844411849975586"
"1632","25.870052337646484","25.870052337646484","25.870052337646484"
"1636","24.90459632873535","24.90459632873535","24.90459632873535"
"1640","26.639591217041016","26.639591217041016","26.639591217041016"
"1644","26.242767333984375","26.242767333984375","26.242767333984375"
"1648","25.612733840942383","25.612733840942383","25.612733840942383"
"1652","25.26593780517578","25.26593780517578","25.26593780517578"
"1656","28.938125610351562","28.938125610351562","28.938125610351562"
"1660","25.14629364013672","25.14629364013672","25.14629364013672"
"1664","25.708532333374023","25.708532333374023","25.708532333374023"
"1668","24.86870574951172","24.86870574951172","24.86870574951172"
"1672","25.289688110351562","25.289688110351562","25.289688110351562"
"1676","25.04843521118164","25.04843521118164","25.04843521118164"
"1680","25.998085021972656","25.998085021972656","25.998085021972656"
"1684","25.088844299316406","25.088844299316406","25.088844299316406"
"1688","26.93100357055664","26.93100357055664","26.93100357055664"
"1692","26.572124481201172","26.572124481201172","26.572124481201172"
"1696","26.203468322753906","26.203468322753906","26.203468322753906"
"1700","25.685585021972656","25.685585021972656","25.685585021972656"
"1704","25.610666275024414","25.610666275024414","25.610666275024414"
"1708","25.8330078125","25.8330078125","25.8330078125"
"1712","25.978477478027344","25.978477478027344","25.978477478027344"
"1716","26.304683685302734","26.304683685302734","26.304683685302734"
"1720","27.450843811035156","27.450843811035156","27.450843811035156"
"1724","24.72451400756836","24.72451400756836","24.72451400756836"
"1728","24.95730209350586","24.95730209350586","24.95730209350586"
"1732","25.482547760009766","25.482547760009766","25.482547760009766"
"1736","26.038408279418945","26.038408279418945","26.038408279418945"
"1740","25.177330017089844","25.177330017089844","25.177330017089844"
"1744","28.96196746826172","28.96196746826172","28.96196746826172"
"1748","26.167224884033203","26.167224884033203","26.167224884033203"
"1752","25.149829864501953","25.149829864501953","25.149829864501953"
"1756","26.379947662353516","26.379947662353516","26.379947662353516"
"1760","25.791959762573242","25.791959762573242","25.791959762573242"
"1764","26.00031852722168","26.00031852722168","26.00031852722168"
"1768","26.033588409423828","26.033588409423828","26.033588409423828"
"1772","26.12990379333496","26.12990379333496","26.12990379333496"
"1776","24.482200622558594","24.482200622558594","24.482200622558594"
"1780","26.8270320892334","26.8270320892334","26.8270320892334"
"1784","25.689294815063477","25.689294815063477","25.689294815063477"
"1788","26.45134735107422","26.45134735107422","26.45134735107422"
"1792","25.521772384643555","25.521772384643555","25.521772384643555"
"1796","25.615036010742188","25.615036010742188","25.615036010742188"
"1800","25.24053955078125","25.24053955078125","25.24053955078125"
"1804","25.99518585205078","25.99518585205078","25.99518585205078"
"1808","26.27611541748047","26.27611541748047","26.27611541748047"
"1812","25.592758178710938","25.592758178710938","25.592758178710938"
"1816","25.832923889160156","25.832923889160156","25.832923889160156"
"1820","25.180564880371094","25.180564880371094","25.180564880371094"
"1824","26.26296043395996","26.26296043395996","26.26296043395996"
"1828","27.491228103637695","27.491228103637695","27.491228103637695"
"1832","26.43071937561035","26.43071937561035","26.43071937561035"
"1836","25.696199417114258","25.696199417114258","25.696199417114258"
"1840","25.40339469909668","25.40339469909668","25.40339469909668"
"1844","31.90047264099121","31.90047264099121","31.90047264099121"
"1848","26.139986038208008","26.139986038208008","26.139986038208008"
"1852","25.18887710571289","25.18887710571289","25.18887710571289"
"1856","32.9456787109375","32.9456787109375","32.9456787109375"
"1860","25.81627082824707","25.81627082824707","25.81627082824707"
"1864","25.428495407104492","25.428495407104492","25.428495407104492"
"1868","26.636859893798828","26.636859893798828","26.636859893798828"
"1872","26.054950714111328","26.054950714111328","26.054950714111328"
"1876","25.205917358398438","25.205917358398438","25.205917358398438"
"1880","26.05340003967285","26.05340003967285","26.05340003967285"
"1884","24.678049087524414","24.678049087524414","24.678049087524414"
"1888","26.63513946533203","26.63513946533203","26.63513946533203"
"1892","26.126636505126953","26.126636505126953","26.126636505126953"
"1896","25.677282333374023","25.677282333374023","25.677282333374023"
"1900","25.767993927001953","25.767993927001953","25.767993927001953"
"1904","26.52000617980957","26.52000617980957","26.52000617980957"
"1908","24.425317764282227","24.425317764282227","24.425317764282227"
"1912","25.963632583618164","25.963632583618164","25.963632583618164"
