"Step","2024-10-14 08:45:40_Cons_False_init_model_drunet_color_pertub_True_task_debur_lr_3e-05_rank_10_max_iter_unfold_3 - psnr","2024-10-14 08:45:40_Cons_False_init_model_drunet_color_pertub_True_task_debur_lr_3e-05_rank_10_max_iter_unfold_3 - psnr__MIN","2024-10-14 08:45:40_Cons_False_init_model_drunet_color_pertub_True_task_debur_lr_3e-05_rank_10_max_iter_unfold_3 - psnr__MAX"
"1189","29.944625854492188","29.944625854492188","29.944625854492188"
"1195","29.937671661376953","29.937671661376953","29.937671661376953"
"1201","30.58932876586914","30.58932876586914","30.58932876586914"
"1207","29.985105514526367","29.985105514526367","29.985105514526367"
"1214","31.64117431640625","31.64117431640625","31.64117431640625"
"1220","30.281314849853516","30.281314849853516","30.281314849853516"
"1226","31.826080322265625","31.826080322265625","31.826080322265625"
"1232","29.070951461791992","29.070951461791992","29.070951461791992"
"1238","31.073238372802734","31.073238372802734","31.073238372802734"
"1244","29.88990592956543","29.88990592956543","29.88990592956543"
"1250","29.223615646362305","29.223615646362305","29.223615646362305"
"1256","30.314525604248047","30.314525604248047","30.314525604248047"
"1262","30.39889907836914","30.39889907836914","30.39889907836914"
"1268","29.991376876831055","29.991376876831055","29.991376876831055"
"1274","31.31801986694336","31.31801986694336","31.31801986694336"
"1280","29.534114837646484","29.534114837646484","29.534114837646484"
"1286","30.135112762451172","30.135112762451172","30.135112762451172"
"1292","32.30302047729492","32.30302047729492","32.30302047729492"
"1298","32.16080093383789","32.16080093383789","32.16080093383789"
"1304","30.895118713378906","30.895118713378906","30.895118713378906"
"1310","29.617389678955078","29.617389678955078","29.617389678955078"
"1316","30.820932388305664","30.820932388305664","30.820932388305664"
"1322","30.583208084106445","30.583208084106445","30.583208084106445"
"1328","30.36482810974121","30.36482810974121","30.36482810974121"
"1334","30.2127628326416","30.2127628326416","30.2127628326416"
"1340","30.22397232055664","30.22397232055664","30.22397232055664"
"1346","30.58650016784668","30.58650016784668","30.58650016784668"
"1352","30.272796630859375","30.272796630859375","30.272796630859375"
"1358","30.004161834716797","30.004161834716797","30.004161834716797"
"1364","31.253040313720703","31.253040313720703","31.253040313720703"
"1370","30.90658950805664","30.90658950805664","30.90658950805664"
"1376","31.1695499420166","31.1695499420166","31.1695499420166"
"1382","33.977603912353516","33.977603912353516","33.977603912353516"
"1388","31.521644592285156","31.521644592285156","31.521644592285156"
"1394","30.0682373046875","30.0682373046875","30.0682373046875"
"1400","30.447505950927734","30.447505950927734","30.447505950927734"
"1406","31.136066436767578","31.136066436767578","31.136066436767578"
"1412","30.267620086669922","30.267620086669922","30.267620086669922"
"1418","31.16838836669922","31.16838836669922","31.16838836669922"
"1424","30.102916717529297","30.102916717529297","30.102916717529297"
"1430","31.21232795715332","31.21232795715332","31.21232795715332"
"1436","30.11314582824707","30.11314582824707","30.11314582824707"
"1442","30.805185317993164","30.805185317993164","30.805185317993164"
"1448","31.892702102661133","31.892702102661133","31.892702102661133"
"1454","30.354145050048828","30.354145050048828","30.354145050048828"
"1460","30.84295082092285","30.84295082092285","30.84295082092285"
"1466","30.453298568725586","30.453298568725586","30.453298568725586"
"1472","29.564512252807617","29.564512252807617","29.564512252807617"
"1478","29.831819534301758","29.831819534301758","29.831819534301758"
"1484","30.246654510498047","30.246654510498047","30.246654510498047"
"1490","30.630229949951172","30.630229949951172","30.630229949951172"
"1496","29.840116500854492","29.840116500854492","29.840116500854492"
"1502","31.19204330444336","31.19204330444336","31.19204330444336"
"1508","36.21282958984375","36.21282958984375","36.21282958984375"
"1514","30.91744613647461","30.91744613647461","30.91744613647461"
"1520","29.82750129699707","29.82750129699707","29.82750129699707"
"1526","30.470840454101562","30.470840454101562","30.470840454101562"
"1532","29.92218780517578","29.92218780517578","29.92218780517578"
"1538","30.862346649169922","30.862346649169922","30.862346649169922"
"1544","30.24570655822754","30.24570655822754","30.24570655822754"
"1550","30.72628402709961","30.72628402709961","30.72628402709961"
"1556","30.841264724731445","30.841264724731445","30.841264724731445"
"1562","29.01737403869629","29.01737403869629","29.01737403869629"
"1568","30.565855026245117","30.565855026245117","30.565855026245117"
"1574","30.264270782470703","30.264270782470703","30.264270782470703"
"1580","30.47821807861328","30.47821807861328","30.47821807861328"
"1586","31.154769897460938","31.154769897460938","31.154769897460938"
"1592","30.6959228515625","30.6959228515625","30.6959228515625"
"1598","30.051538467407227","30.051538467407227","30.051538467407227"
"1604","30.425233840942383","30.425233840942383","30.425233840942383"
"1610","28.675077438354492","28.675077438354492","28.675077438354492"
"1616","31.375749588012695","31.375749588012695","31.375749588012695"
"1622","31.86504554748535","31.86504554748535","31.86504554748535"
"1628","30.12016487121582","30.12016487121582","30.12016487121582"
"1634","31.919971466064453","31.919971466064453","31.919971466064453"
"1640","29.827735900878906","29.827735900878906","29.827735900878906"
"1646","30.50606918334961","30.50606918334961","30.50606918334961"
"1652","31.365577697753906","31.365577697753906","31.365577697753906"
"1658","29.308643341064453","29.308643341064453","29.308643341064453"
"1664","29.780187606811523","29.780187606811523","29.780187606811523"
"1670","30.7020206451416","30.7020206451416","30.7020206451416"
"1676","33.5421257019043","33.5421257019043","33.5421257019043"
"1682","28.882659912109375","28.882659912109375","28.882659912109375"
"1688","31.08236312866211","31.08236312866211","31.08236312866211"
"1694","30.880109786987305","30.880109786987305","30.880109786987305"
"1700","31.861562728881836","31.861562728881836","31.861562728881836"
"1706","30.224123001098633","30.224123001098633","30.224123001098633"
"1712","30.274452209472656","30.274452209472656","30.274452209472656"
"1718","30.200870513916016","30.200870513916016","30.200870513916016"
"1724","29.777069091796875","29.777069091796875","29.777069091796875"
"1730","30.161273956298828","30.161273956298828","30.161273956298828"
"1736","30.267562866210938","30.267562866210938","30.267562866210938"
"1742","29.174354553222656","29.174354553222656","29.174354553222656"
"1748","31.704757690429688","31.704757690429688","31.704757690429688"
"1754","31.124113082885742","31.124113082885742","31.124113082885742"
"1760","30.260658264160156","30.260658264160156","30.260658264160156"
"1766","30.579578399658203","30.579578399658203","30.579578399658203"
"1772","30.490934371948242","30.490934371948242","30.490934371948242"
"1778","37.35735321044922","37.35735321044922","37.35735321044922"
"1784","33.668941497802734","33.668941497802734","33.668941497802734"
"1790","29.810712814331055","29.810712814331055","29.810712814331055"
"1796","30.855148315429688","30.855148315429688","30.855148315429688"
"1802","29.24036407470703","29.24036407470703","29.24036407470703"
"1808","31.056682586669922","31.056682586669922","31.056682586669922"
"1815","30.486804962158203","30.486804962158203","30.486804962158203"
"1821","30.322559356689453","30.322559356689453","30.322559356689453"
"1827","30.070438385009766","30.070438385009766","30.070438385009766"
"1833","30.71910858154297","30.71910858154297","30.71910858154297"
"1839","29.560739517211914","29.560739517211914","29.560739517211914"
"1845","30.62455177307129","30.62455177307129","30.62455177307129"
"1851","30.1029052734375","30.1029052734375","30.1029052734375"
"1857","29.169254302978516","29.169254302978516","29.169254302978516"
"1863","30.206695556640625","30.206695556640625","30.206695556640625"
"1869","30.33642578125","30.33642578125","30.33642578125"
"1875","29.941761016845703","29.941761016845703","29.941761016845703"
"1881","30.794281005859375","30.794281005859375","30.794281005859375"
"1887","30.04875373840332","30.04875373840332","30.04875373840332"
"1893","29.194103240966797","29.194103240966797","29.194103240966797"
"1899","30.838163375854492","30.838163375854492","30.838163375854492"
"1905","29.697265625","29.697265625","29.697265625"
"1911","30.256187438964844","30.256187438964844","30.256187438964844"
"1917","29.540145874023438","29.540145874023438","29.540145874023438"
"1923","29.9298095703125","29.9298095703125","29.9298095703125"
"1929","30.13735580444336","30.13735580444336","30.13735580444336"
"1935","28.938209533691406","28.938209533691406","28.938209533691406"
"1941","35.42768859863281","35.42768859863281","35.42768859863281"
"1947","33.1551399230957","33.1551399230957","33.1551399230957"
"1953","30.959369659423828","30.959369659423828","30.959369659423828"
"1959","30.12821388244629","30.12821388244629","30.12821388244629"
"1965","30.06659507751465","30.06659507751465","30.06659507751465"
"1971","31.519433975219727","31.519433975219727","31.519433975219727"
"1977","31.564607620239258","31.564607620239258","31.564607620239258"
"1983","30.677230834960938","30.677230834960938","30.677230834960938"
"1989","30.13812828063965","30.13812828063965","30.13812828063965"
"1995","30.417699813842773","30.417699813842773","30.417699813842773"
"2001","29.517372131347656","29.517372131347656","29.517372131347656"
"2007","34.991146087646484","34.991146087646484","34.991146087646484"
"2013","30.37557601928711","30.37557601928711","30.37557601928711"
"2019","29.548547744750977","29.548547744750977","29.548547744750977"
"2025","30.89593505859375","30.89593505859375","30.89593505859375"
"2031","29.75146484375","29.75146484375","29.75146484375"
"2037","30.577136993408203","30.577136993408203","30.577136993408203"
"2043","30.06707191467285","30.06707191467285","30.06707191467285"
"2049","29.35788345336914","29.35788345336914","29.35788345336914"
"2055","29.840524673461914","29.840524673461914","29.840524673461914"
"2061","30.547943115234375","30.547943115234375","30.547943115234375"
"2067","29.47406768798828","29.47406768798828","29.47406768798828"
"2073","30.27591323852539","30.27591323852539","30.27591323852539"
"2079","30.476028442382812","30.476028442382812","30.476028442382812"
"2085","31.03766441345215","31.03766441345215","31.03766441345215"
"2091","30.02606201171875","30.02606201171875","30.02606201171875"
"2097","29.938440322875977","29.938440322875977","29.938440322875977"
"2103","29.560985565185547","29.560985565185547","29.560985565185547"
"2109","29.590412139892578","29.590412139892578","29.590412139892578"
"2115","33.286170959472656","33.286170959472656","33.286170959472656"
"2121","30.411895751953125","30.411895751953125","30.411895751953125"
"2127","31.31922721862793","31.31922721862793","31.31922721862793"
"2133","30.916725158691406","30.916725158691406","30.916725158691406"
"2139","30.270092010498047","30.270092010498047","30.270092010498047"
"2145","30.75464630126953","30.75464630126953","30.75464630126953"
"2151","31.646516799926758","31.646516799926758","31.646516799926758"
"2157","30.285921096801758","30.285921096801758","30.285921096801758"
"2163","29.575016021728516","29.575016021728516","29.575016021728516"
"2169","29.126739501953125","29.126739501953125","29.126739501953125"
"2175","32.26092529296875","32.26092529296875","32.26092529296875"
"2181","31.05752182006836","31.05752182006836","31.05752182006836"
"2187","29.27076530456543","29.27076530456543","29.27076530456543"
"2193","30.289634704589844","30.289634704589844","30.289634704589844"
"2199","28.893823623657227","28.893823623657227","28.893823623657227"
"2205","31.094505310058594","31.094505310058594","31.094505310058594"
"2211","31.184789657592773","31.184789657592773","31.184789657592773"
"2217","30.110370635986328","30.110370635986328","30.110370635986328"
"2223","30.053462982177734","30.053462982177734","30.053462982177734"
"2229","29.676502227783203","29.676502227783203","29.676502227783203"
"2235","30.374919891357422","30.374919891357422","30.374919891357422"
"2241","30.378026962280273","30.378026962280273","30.378026962280273"
"2247","30.02691650390625","30.02691650390625","30.02691650390625"
"2253","30.859033584594727","30.859033584594727","30.859033584594727"
"2259","31.877124786376953","31.877124786376953","31.877124786376953"
"2265","29.20901107788086","29.20901107788086","29.20901107788086"
"2271","30.33877944946289","30.33877944946289","30.33877944946289"
"2277","29.599702835083008","29.599702835083008","29.599702835083008"
"2283","30.077465057373047","30.077465057373047","30.077465057373047"
"2289","30.341814041137695","30.341814041137695","30.341814041137695"
"2295","31.463848114013672","31.463848114013672","31.463848114013672"
"2301","29.837692260742188","29.837692260742188","29.837692260742188"
"2307","30.612323760986328","30.612323760986328","30.612323760986328"
"2313","30.478473663330078","30.478473663330078","30.478473663330078"
"2319","29.77666664123535","29.77666664123535","29.77666664123535"
"2325","29.470985412597656","29.470985412597656","29.470985412597656"
"2331","28.839834213256836","28.839834213256836","28.839834213256836"
"2337","31.2301025390625","31.2301025390625","31.2301025390625"
"2343","30.641653060913086","30.641653060913086","30.641653060913086"
"2349","30.428030014038086","30.428030014038086","30.428030014038086"
"2355","35.85390090942383","35.85390090942383","35.85390090942383"
"2361","29.95086669921875","29.95086669921875","29.95086669921875"
"2367","29.93155288696289","29.93155288696289","29.93155288696289"
"2373","29.319820404052734","29.319820404052734","29.319820404052734"
"2379","30.61394691467285","30.61394691467285","30.61394691467285"
"2385","31.3164119720459","31.3164119720459","31.3164119720459"
"2391","31.51598358154297","31.51598358154297","31.51598358154297"
"2397","30.85557746887207","30.85557746887207","30.85557746887207"
"2403","31.235626220703125","31.235626220703125","31.235626220703125"
"2409","30.95477294921875","30.95477294921875","30.95477294921875"
"2416","29.722267150878906","29.722267150878906","29.722267150878906"
"2422","30.28820037841797","30.28820037841797","30.28820037841797"
"2428","29.93848991394043","29.93848991394043","29.93848991394043"
"2434","28.986703872680664","28.986703872680664","28.986703872680664"
"2440","30.959064483642578","30.959064483642578","30.959064483642578"
"2446","29.424957275390625","29.424957275390625","29.424957275390625"
"2452","30.127182006835938","30.127182006835938","30.127182006835938"
"2458","29.953048706054688","29.953048706054688","29.953048706054688"
"2464","30.468271255493164","30.468271255493164","30.468271255493164"
"2470","30.792858123779297","30.792858123779297","30.792858123779297"
"2476","30.088178634643555","30.088178634643555","30.088178634643555"
"2482","30.88418960571289","30.88418960571289","30.88418960571289"
"2488","32.897491455078125","32.897491455078125","32.897491455078125"
"2494","30.60388946533203","30.60388946533203","30.60388946533203"
"2500","30.09563636779785","30.09563636779785","30.09563636779785"
"2506","28.572694778442383","28.572694778442383","28.572694778442383"
"2512","30.173503875732422","30.173503875732422","30.173503875732422"
"2518","30.665557861328125","30.665557861328125","30.665557861328125"
"2524","30.89674949645996","30.89674949645996","30.89674949645996"
"2530","30.877201080322266","30.877201080322266","30.877201080322266"
"2536","29.399728775024414","29.399728775024414","29.399728775024414"
"2542","30.698415756225586","30.698415756225586","30.698415756225586"
"2548","30.532541275024414","30.532541275024414","30.532541275024414"
"2554","30.797101974487305","30.797101974487305","30.797101974487305"
"2560","30.357776641845703","30.357776641845703","30.357776641845703"
"2566","29.79825210571289","29.79825210571289","29.79825210571289"
"2572","30.351421356201172","30.351421356201172","30.351421356201172"
"2578","30.096630096435547","30.096630096435547","30.096630096435547"
"2584","29.480602264404297","29.480602264404297","29.480602264404297"
"2590","31.02484893798828","31.02484893798828","31.02484893798828"
"2596","31.294719696044922","31.294719696044922","31.294719696044922"
"2602","31.489421844482422","31.489421844482422","31.489421844482422"
"2608","31.11536407470703","31.11536407470703","31.11536407470703"
"2614","29.660520553588867","29.660520553588867","29.660520553588867"
"2620","30.288421630859375","30.288421630859375","30.288421630859375"
"2626","30.989286422729492","30.989286422729492","30.989286422729492"
"2632","34.182464599609375","34.182464599609375","34.182464599609375"
"2638","28.64215850830078","28.64215850830078","28.64215850830078"
"2644","30.267030715942383","30.267030715942383","30.267030715942383"
"2650","30.299997329711914","30.299997329711914","30.299997329711914"
"2656","30.873701095581055","30.873701095581055","30.873701095581055"
"2662","29.76334571838379","29.76334571838379","29.76334571838379"
"2668","30.48577308654785","30.48577308654785","30.48577308654785"
"2674","30.580181121826172","30.580181121826172","30.580181121826172"
"2680","30.211441040039062","30.211441040039062","30.211441040039062"
"2686","35.12889099121094","35.12889099121094","35.12889099121094"
"2692","30.85200309753418","30.85200309753418","30.85200309753418"
"2698","31.08867645263672","31.08867645263672","31.08867645263672"
"2704","30.351112365722656","30.351112365722656","30.351112365722656"
"2710","34.56867980957031","34.56867980957031","34.56867980957031"
"2716","29.30023956298828","29.30023956298828","29.30023956298828"
"2722","29.189857482910156","29.189857482910156","29.189857482910156"
"2728","31.064130783081055","31.064130783081055","31.064130783081055"
"2734","29.54807472229004","29.54807472229004","29.54807472229004"
"2740","31.359254837036133","31.359254837036133","31.359254837036133"
"2746","30.249923706054688","30.249923706054688","30.249923706054688"
"2752","31.587814331054688","31.587814331054688","31.587814331054688"
"2758","32.675689697265625","32.675689697265625","32.675689697265625"
"2764","30.519451141357422","30.519451141357422","30.519451141357422"
"2770","29.549171447753906","29.549171447753906","29.549171447753906"
"2776","29.781295776367188","29.781295776367188","29.781295776367188"
"2782","29.941116333007812","29.941116333007812","29.941116333007812"
"2788","28.045482635498047","28.045482635498047","28.045482635498047"
"2794","30.590377807617188","30.590377807617188","30.590377807617188"
"2800","30.538150787353516","30.538150787353516","30.538150787353516"
"2806","31.130619049072266","31.130619049072266","31.130619049072266"
"2812","31.77740478515625","31.77740478515625","31.77740478515625"
"2818","30.558208465576172","30.558208465576172","30.558208465576172"
"2824","30.094682693481445","30.094682693481445","30.094682693481445"
"2830","30.545595169067383","30.545595169067383","30.545595169067383"
"2836","30.262405395507812","30.262405395507812","30.262405395507812"
"2842","30.986440658569336","30.986440658569336","30.986440658569336"
